alignment_id,module_id,course_code,module_code,learning_outcome_number,alignment_source_exact,source_file,confidence,notes
VGSSY_OMG551_MODULE_005_LO_17,VGSSY_OMG551_MODULE_005,OMG551,0005,17,"11-17, 24-26",Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_MODULE_005_LO_24,VGSSY_OMG551_MODULE_005,OMG551,0005,24,"11-17, 24-26",Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_MODULE_005_LO_25,VGSSY_OMG551_MODULE_005,OMG551,0005,25,"11-17, 24-26",Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_MODULE_005_LO_26,VGSSY_OMG551_MODULE_005,OMG551,0005,26,"11-17, 24-26",Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_MODULE_006_LO_18,VGSSY_OMG551_MODULE_006,OMG551,0006,18,18,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_MODULE_007_LO_19,VGSSY_OMG551_MODULE_007,OMG551,0007,19,19,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_MODULE_008_LO_20,VGSSY_OMG551_MODULE_008,OMG551,0008,20,20,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_MODULE_009_LO_27,VGSSY_OMG551_MODULE_009,OMG551,0009,27,27,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_MODULE_010_LO_28,VGSSY_OMG551_MODULE_010,OMG551,0010,28,28,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_MODULE_011_LO_29,VGSSY_OMG551_MODULE_011,OMG551,0011,29,29,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_MODULE_012_LO_30,VGSSY_OMG551_MODULE_012,OMG551,0012,30,30,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_MODULE_013_LO_31,VGSSY_OMG551_MODULE_013,OMG551,0013,31,31,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_MODULE_014_LO_32,VGSSY_OMG551_MODULE_014,OMG551,0014,32,32,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_MODULE_015_LO_33,VGSSY_OMG551_MODULE_015,OMG551,0015,33,33,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG805_MODULE_001_LO_01,VGSSY_OMG805_MODULE_001,OMG805,0001,1,1-13,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_MODULE_001_LO_02,VGSSY_OMG805_MODULE_001,OMG805,0001,2,1-13,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_MODULE_001_LO_03,VGSSY_OMG805_MODULE_001,OMG805,0001,3,1-13,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_MODULE_001_LO_04,VGSSY_OMG805_MODULE_001,OMG805,0001,4,1-13,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_MODULE_001_LO_05,VGSSY_OMG805_MODULE_001,OMG805,0001,5,1-13,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_MODULE_001_LO_06,VGSSY_OMG805_MODULE_001,OMG805,0001,6,1-13,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_MODULE_001_LO_07,VGSSY_OMG805_MODULE_001,OMG805,0001,7,1-13,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_MODULE_001_LO_08,VGSSY_OMG805_MODULE_001,OMG805,0001,8,1-13,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_MODULE_001_LO_09,VGSSY_OMG805_MODULE_001,OMG805,0001,9,1-13,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_MODULE_001_LO_10,VGSSY_OMG805_MODULE_001,OMG805,0001,10,1-13,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_MODULE_001_LO_11,VGSSY_OMG805_MODULE_001,OMG805,0001,11,1-13,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_MODULE_001_LO_12,VGSSY_OMG805_MODULE_001,OMG805,0001,12,1-13,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_MODULE_001_LO_13,VGSSY_OMG805_MODULE_001,OMG805,0001,13,1-13,Kurs6_sskgrund_OMG805.pdf,high,
