outcome_id,program_uid,education_plan_uid,course_code,course_name_sv,outcome_order,outcome_category_if_stated,text_exact,verb_or_action,source_file,confidence,notes
VGSSY_OMG402_LO_11,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",11,Kunskap och förståelse,"beskriva barns och ungdomars biologiska och psykologiska utveckling samt förklara patofysiologi, symtom, diagnos, vård och behandling vid vanligt förekommande pediatriska sjukdomstillstånd",beskriva,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high_order_inferred_from_docx_list_numbering,DOCX plain-text extraction omits visible numbering; outcome_order assigned by list order.
VGSSY_OMG402_LO_12,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",12,Kunskap och förståelse,"beskriva kvinnans och mannens livscykler samt förklara patofysiologi, symtom, diagnos, vård och behandling för vanligt förekommande gynekologiska sjukdomstillstånd liksom obstetriska och andrologiska tillstånd",beskriva,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high_order_inferred_from_docx_list_numbering,DOCX plain-text extraction omits visible numbering; outcome_order assigned by list order.
VGSSY_OMG402_LO_13,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",13,Kunskap och förståelse,"förklara patofysiologi, symtom, diagnos, vård och behandling vid psykisk ohälsa och psykiska sjukdomar",förklara,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high_order_inferred_from_docx_list_numbering,DOCX plain-text extraction omits visible numbering; outcome_order assigned by list order.
VGSSY_OMG402_LO_14,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",14,Kunskap och förståelse,"förklara generella principer för läkemedelsinteraktioner och biverkningar samt utifrån farmakokinetiska och farmadynaminska principer förklara hur läkemedelsbehandling av barn, gravida och ammande bör anpassas",förklara,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high_order_inferred_from_docx_list_numbering,DOCX plain-text extraction omits visible numbering; outcome_order assigned by list order.
VGSSY_OMG402_LO_15,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",15,Färdighet och förmåga,"argumentera för betydelsen av egenvård vid långvarig ohälsa samt hur livsstil, känsla av sammanhang (KASAM), empowerment och copingstrategier kan tillämpas för att förbättra patientens livskvalitet",argumentera,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high_order_inferred_from_docx_list_numbering,DOCX plain-text extraction omits visible numbering; outcome_order assigned by list order.
VGSSY_OMG402_LO_16,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",16,Färdighet och förmåga,identifiera och värdera symtom samt i diskussion föreslå egenvårdsåtgärder vid vanligt förekommande folksjukdomar och folkhälsoproblem,identifiera,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high_order_inferred_from_docx_list_numbering,DOCX plain-text extraction omits visible numbering; outcome_order assigned by list order.
VGSSY_OMG402_LO_17,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",17,Färdighet och förmåga,motivera relevanta författningar som kan relateras till patientfall i primärvårdskontext,motivera,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high_order_inferred_from_docx_list_numbering,DOCX plain-text extraction omits visible numbering; outcome_order assigned by list order.
VGSSY_OMG402_LO_18,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",18,Färdighet och förmåga,"utföra intramuskulär injektion, sondinläggning och kompressionslindning samt skötsel av centrala infarter och perkutan endoskopisk gastrostomi (PEG) i enlighet med evidensbaserat metod- och kunskapsstöd",utföra,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high_order_inferred_from_docx_list_numbering,DOCX plain-text extraction omits visible numbering; outcome_order assigned by list order.
VGSSY_OMG402_LO_19,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",19,Färdighet och förmåga,tillämpa god kommunikation i mötet med patient och närstående samt kunna ge anpassad information inom primärvård,tillämpa,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high_order_inferred_from_docx_list_numbering,DOCX plain-text extraction omits visible numbering; outcome_order assigned by list order.
VGSSY_OMG402_LO_20,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",20,Färdighet och förmåga,"tillämpa omvårdnadsprocessens samtliga steg (bedöma, identifiera, planera, prioritera, utföra och följa upp vård samt rapportera och dokumentera) inom primärvård",tillämpa,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high_order_inferred_from_docx_list_numbering,DOCX plain-text extraction omits visible numbering; outcome_order assigned by list order.
VGSSY_OMG402_LO_21,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",21,Färdighet och förmåga,"följa ordination, iordningsställa, bedöma rimlighet av och administrera/överlämna läkemedel samt identifiera läkemedlets verkning och biverkningar inom primärvård",följa,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high_order_inferred_from_docx_list_numbering,DOCX plain-text extraction omits visible numbering; outcome_order assigned by list order.
VGSSY_OMG402_LO_22,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",22,Färdighet och förmåga,"identifiera behov av, planera samt föreslå hälsofrämjande och sjukdomsförebyggande åtgärder för individ och/eller familj inom primärvård",identifiera,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high_order_inferred_from_docx_list_numbering,DOCX plain-text extraction omits visible numbering; outcome_order assigned by list order.
VGSSY_OMG402_LO_23,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",23,Färdighet och förmåga,medverka vid och genomföra undersökningar och behandlingar inom primärvård,medverka,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high_order_inferred_from_docx_list_numbering,DOCX plain-text extraction omits visible numbering; outcome_order assigned by list order.
VGSSY_OMG402_LO_24,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",24,Färdighet och förmåga,samverka med olika yrkesgrupper inom och utanför hälso- och sjukvården i en primärvårdskontext,samverka,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high_order_inferred_from_docx_list_numbering,DOCX plain-text extraction omits visible numbering; outcome_order assigned by list order.
VGSSY_OMG402_LO_25,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",25,Färdighet och förmåga,"planera, prioritera, samordna och följa upp mottagningsarbete inom primärvård","planera,",p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high_order_inferred_from_docx_list_numbering,DOCX plain-text extraction omits visible numbering; outcome_order assigned by list order.
VGSSY_OMG402_LO_26,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",26,Färdighet och förmåga,visa och ta initiativ inom primärvårdens och sjuksköterskans ansvarsområde samt motivera sitt handlande,visa,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high_order_inferred_from_docx_list_numbering,DOCX plain-text extraction omits visible numbering; outcome_order assigned by list order.
VGSSY_OMG402_LO_27,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",27,Värderingsförmåga och förhållningssätt,tillämpa evidensbaserad samt god och säker vård utifrån gällande författningar och styrdokument samt visa sitt kunnande i handlingsberedskap inom primärvård,tillämpa,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high_order_inferred_from_docx_list_numbering,DOCX plain-text extraction omits visible numbering; outcome_order assigned by list order.
VGSSY_OMG402_LO_28,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",28,Värderingsförmåga och förhållningssätt,"tillämpa professionellt, personcentrerat, empatiskt och hälsofrämjande förhållningssätt i teamarbete/ samverkan samt gentemot patient och närstående inom primärvård",tillämpa,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high_order_inferred_from_docx_list_numbering,DOCX plain-text extraction omits visible numbering; outcome_order assigned by list order.
VGSSY_OMG402_LO_29,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",29,Värderingsförmåga och förhållningssätt,visa självkännedom i den egna professionella kompetensen samt kunna identifiera sitt behov av ytterligare kunskap för fortlöpande utveckling av sin professionella kompetens i primärvårdskontext,visa,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high_order_inferred_from_docx_list_numbering,DOCX plain-text extraction omits visible numbering; outcome_order assigned by list order.
VGSSY_OMG402_LO_30,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",30,Värderingsförmåga och förhållningssätt,värdera möjligheter och risker med olika informatiklösningar relaterat till primärvård,värdera,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high_order_inferred_from_docx_list_numbering,DOCX plain-text extraction omits visible numbering; outcome_order assigned by list order.
VGSSY_OMG402_LO_31,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",31,Värderingsförmåga och förhållningssätt,reflektera över egna erfarenheter kring likabehandling och jämställdhet inom primärvård,reflektera,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high_order_inferred_from_docx_list_numbering,DOCX plain-text extraction omits visible numbering; outcome_order assigned by list order.
VGSSY_OMG402_LO_32,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",32,Värderingsförmåga och förhållningssätt,"sammanfatta personers upplevelse av hälsa/ohälsa, symtom, stigmatisering och erfarenhet av vård och behandling vid psykisk ohälsa och psykiska sjukdomar",sammanfatta,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high_order_inferred_from_docx_list_numbering,DOCX plain-text extraction omits visible numbering; outcome_order assigned by list order.
VGSSY_OMG402_LO_33,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",33,Värderingsförmåga och förhållningssätt,reflektera över människors livsberättelser och levnadsvillkor samt förklara vad begreppet återhämtning kan innebära vid psykisk ohälsa och psykiska sjukdomar,reflektera,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high_order_inferred_from_docx_list_numbering,DOCX plain-text extraction omits visible numbering; outcome_order assigned by list order.
VGSSY_OMG403_LO_01,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",1,Kunskap och förståelse,identifiera och beskriva potentiella situationer där hot och våld kan uppstå i en vårdsituation,identifiera,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_02,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",2,Kunskap och förståelse,"förklara patofysiologi, symtom, diagnos, vård och behandling vid vanligt förekommande sjukdomar inom områdena medicin, kirurgi och infektion",förklara,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_03,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",3,Kunskap och förståelse,"redogöra för vårdhygieniska principer att beakta vid vanligt förekommande sjukdomar inom områdena medicin, kirurgi och infektion 2026-03-18 11:40 OMG403 https://edu.hig.se/docs/sv/syllabus/course/OMG403?valid-from=2026-01-19 1/7",redogöra,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_04,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",4,Kunskap och förståelse,förklara den fysiologiska åldrandeprocessen,förklara,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_05,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",5,Kunskap och förståelse,"förklara patofysiologi, symtom, diagnos, vård och behandling vid vanligt förekommande geriatriska sjukdomar samt identifiera tecken på våld i nära relationer hos äldre",förklara,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_06,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",6,Kunskap och förståelse,redogöra för författningar av särskild relevans för äldrevård,redogöra,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_07,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",7,Kunskap och förståelse,förklara centrala principer samt etiska begrepp av särskild relevans för palliativ vård,förklara,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_08,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",8,Kunskap och förståelse,"redogöra för samverkan mellan aktörer på lokal, regional och nationell nivå samt prioriteringar vid allvarliga händelser, enligt riktlinjer i katastrofmedicin",redogöra,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_09,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",9,Kunskap och förståelse,redogöra för författningar med särskild relevans för hemsjukvård,redogöra,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_10,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",10,Kunskap och förståelse,"förklara läkemedelsbehandling av äldre utifrån farmakokinetiska och farmakodynamiska principer, varför vissa läkemedel är olämpliga för äldre samt identifiera läkemedelsrelaterade problem hos äldre",förklara,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_11,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",11,Kunskap och förståelse,"förklara omhändertagande, identifiera och värdera symtom samt föreslå vård och behandling vid akuta pediatriska tillstånd samt identifiera tecken på att barn utsatts för våld eller bevittnat våld i nära relationer",förklara,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_12,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",12,Kunskap och förståelse,redogöra för säker hantering samt förebyggande av risker vid hantering av medicinsktekniska produkter inom akutsjukvård,redogöra,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_13,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",13,Kunskap och förståelse,i samråd med patienten och dess närstående identifiera individuella behov och egna resurser samt föreslå åtgärder enligt omvårdnadsprocessen inom hemsjukvård,i,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_14,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",14,Färdighet och förmåga,"utföra blodtransfusion, blododling, sugning av luftvägar samt munvård i enlighet med evidensbaserat metod- och kunskapsstöd",utföra,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_15,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",15,Färdighet och förmåga,tillämpa god kommunikation i mötet med patient och närstående samt kunna ge anpassad information inom psykiatrisk vård,tillämpa,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_16,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",16,Färdighet och förmåga,"tillämpa omvårdnadsprocessens samtliga steg (bedöma, identifiera, planera, prioritera, utföra och följa upp vård samt rapportera och dokumentera) inom psykiatrisk vård",tillämpa,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_17,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",17,Färdighet och förmåga,"följa ordination, iordningsställa, bedöma rimlighet av och administrera läkemedel samt identifiera verkningsmekanismer och biverkningar av psykofarmaka",följa,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_18,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",18,Färdighet och förmåga,aktivt medverka vid undersökningar och behandlingar inom psykiatrisk vård,aktivt,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_19,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",19,Färdighet och förmåga,samverka med olika yrkesgrupper inom och utanför hälso- och sjukvården i psykiatrisk vårdkontext,samverka,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_20,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",20,Färdighet och förmåga,"planera, prioritera, fördela och följa upp arbetet i omvårdnadsteamet runt personer med psykisk ohälsa","planera,",Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_21,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",21,Färdighet och förmåga,"identifiera och redogöra för de pedagogiska frågorna vad, hur och varför relaterat till en psykiatrisk vårdsituation",identifiera,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_22,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",22,Färdighet och förmåga,"identifiera behov av, planera samt föreslå hälsofrämjande och återhämtningsinriktade åtgärder för personer med psykisk ohälsa",identifiera,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_23,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",23,Färdighet och förmåga,"kunna tillämpa läkemedelsberäkning vid vård och behandling av sjukdomar inom områdena medicin, kirurgi och infektion 2026-03-18 11:40 OMG403 https://edu.hig.se/docs/sv/syllabus/course/OMG403?valid-from=2026-01-19 2/7",kunna,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_24,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",24,Färdighet och förmåga,"omhänderta en avliden person med fokus på den avlidnes och de närståendes önskemål utifrån etik, religion, författningar samt vårdhygieniska principer",omhänderta,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_25,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",25,Färdighet och förmåga,"tillämpa omhändertagande vid akuta tillstånd, identifiera och värdera symtom samt föreslå vård och behandling för personer i olika åldrar",tillämpa,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_26,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",26,Färdighet och förmåga,relatera till sjuksköterskans arbetsområde utifrån upplevda kliniska händelser inom akutsjukvård,relatera,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_27,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",27,Färdighet och förmåga,relatera till sjuksköterskans arbetsområde utifrån upplevda kliniska händelser inom barn- eller kvinnosjukvård,relatera,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_28,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",28,Färdighet och förmåga,"reflektera en upplevd klinisk händelse utifrån ett patient-, närstående- och sjuksköterskeperspektiv inom akut - barn- eller kvinnosjukvård",reflektera,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_29,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",29,Färdighet och förmåga,identifiera krisreaktioner hos drabbade och värdera behovet av krisstödsinsats,identifiera,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_30,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",30,Färdighet och förmåga,"utifrån ett personcentrerat förhållningssätt redogöra för och diskutera den psykiatriska omvårdnadsprocessen, evidensbaserad omvårdnad samt författningar utifrån patientfall",utifrån,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_31,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",31,Färdighet och förmåga,i samråd med patienten och dess närstående identifiera individuella behov och egna resurser samt föreslå åtgärder enligt omvårdnadsprocessen vid palliativ omvårdnad,i,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_32,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",32,Värderingsförmåga och förhållningssätt,tillämpa evidensbaserad samt god och säker vård utifrån gällande författningar och styrdokument samt visa sitt kunnande i handlingsberedskap inom psykiatrisk omvårdnad,tillämpa,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_33,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",33,Värderingsförmåga och förhållningssätt,"tillämpa professionellt, personcentrerat, empatiskt och hälsofrämjande förhållningssätt i teamarbete/samverkan samt gentemot patient och närstående inom psykiatrisk omvårdnad",tillämpa,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_34,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",34,Värderingsförmåga och förhållningssätt,visa självkännedom i den egna professionella kompetensen samt kunna identifiera sitt behov av ytterligare kunskap för fortlöpande utveckling av sin professionella kompetens inom psykiatrisk omvårdnad,visa,Kurs4_sskgrund_OMG403.pdf,high,
