program_uid,education_plan_uid,program_code,program_name_sv,program_name_en,credits_hp,education_level,decision_date,valid_from,source_file,source_hash,notes
VGSSY,VGSSY_v01,VGSSY,Sjuksköterskeprogrammet,Study Programme in Nursing,180,Grundnivå,2024-01-31,2024-09-02,Utbildningsplan_sskgrund_VGSSY.pdf,2c816d623540ddffda507a751cfcfe60ecc9a950cd547e7c4370766421ca7c64,Education plan states that the programme is divided into 7 courses; course plan for OMG552 was not provided.
