section_unit_uid,lineage_uid,lineage_confidence,course_family_id,course_uid,course_version,is_current,program,education_level,course_code,course_name_sv,section,original_section_heading,subsection,unit_type,unit_order,text_exact,text_normalized,source_file,confidence,notes
OMA043_v01_SECTION_0027,OMA043_SECTION_0027,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",modules,Moduler Kod Benämning Omf. Betyg,Moduler Kod Benämning Omf. Betyg,text_unit,27,9092 bedömning (lärandemål 2) hp ve,9092 bedömning (lärandemål 2) hp ve,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_SECTION_0028,OMA043_SECTION_0028,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",modules,Moduler Kod Benämning Omf. Betyg,Moduler Kod Benämning Omf. Betyg,text_unit,28,9004 bedömning (lärandernål 4) hp v6,9004 bedömning (lärandernål 4) hp v6,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_SECTION_0029,OMA043_SECTION_0029,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",modules,Moduler Kod Benämning Omf. Betyg,Moduler Kod Benämning Omf. Betyg,text_unit,29,"9008 grupp-), individuell bedömning (lärandemål 10) hp ve dokumenterad genomgång ” fastställda kriterier (lärandemål 8,931-14) P 910 bedömning (lärandemål 6) hp v6 bese dodung soocsievylaousiaras OMADE SNvald Fam 2022 09.02","9008 grupp-), individuell bedömning (lärandemål 10) hp ve dokumenterad genomgång ” fastställda kriterier (lärandemål 8,931-14) P 910 bedömning (lärandemål 6) hp v6 bese dodung soocsievylaousiaras OMADE SNvald Fam 2022 09.02",Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0001,OMA042_SECTION_0001,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,metadata,missing,missing,text_unit,1,"--- OCR page 1 --- Akademin för hälsa och arbetsliv KURSPLAN Faculty of Health and Occupational Studies VAN HÖGSKOLAN I GÄVLE Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde 7.5 hp Nursing and public health work as well as management and development within the district nurse's area of responsibility 7.5 er Fastställd av: Akademi för hälsa och arbetsliv, 2023-08-28 Giltig från och med: 2024-09-02 Utbildningsnivå — Avancerad nivå Kurskod OMA042 Omfattning 7.5 hp Huvudområde — Omvårdnad AIF Ämnesgrupp Omvårdnad/omvårdnadsvetenskap Utbildningsområde vårdområdet 100 36","--- OCR page 1 --- Akademin för hälsa och arbetsliv KURSPLAN Faculty of Health and Occupational Studies VAN HÖGSKOLAN I GÄVLE Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde 7.5 hp Nursing and public health work as well as management and development within the district nurse's area of responsibility 7.5 er Fastställd av: Akademi för hälsa och arbetsliv, 2023-08-28 Giltig från och med: 2024-09-02 Utbildningsnivå — Avancerad nivå Kurskod OMA042 Omfattning 7.5 hp Huvudområde — Omvårdnad AIF Ämnesgrupp Omvårdnad/omvårdnadsvetenskap Utbildningsområde vårdområdet 100 36",Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0002,OMA042_SECTION_0002,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,2,Mål Efter avslutad kurs ska studenten kunna:,Mål Efter avslutad kurs ska studenten kunna:,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0003,OMA042_SECTION_0003,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,3,Kunskap och förståelse,Kunskap och förståelse,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0004,OMA042_SECTION_0004,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,4,"1. identifiera och värdera utvecklingsbehov inom distriktssköterskans ansvarsområde samt föreslå, motivera och diskutera förändringsprocesser för kvalitetsutveckling utifrån evidensbaserade arbetssätt 2visa förståelse för ledning och kommunikation i vård- och hälsoarbetet i diskussioner 3.beskriva, analysera, planera och värdera ledning och kommunikation inom distriktssköterskans ansvarsområde bese dodung soMocsievylaousiarasOMADEZNvald-Fam2026 09.02","1. identifiera och värdera utvecklingsbehov inom distriktssköterskans ansvarsområde samt föreslå, motivera och diskutera förändringsprocesser för kvalitetsutveckling utifrån evidensbaserade arbetssätt 2visa förståelse för ledning och kommunikation i vård- och hälsoarbetet i diskussioner 3.beskriva, analysera, planera och värdera ledning och kommunikation inom distriktssköterskans ansvarsområde bese dodung soMocsievylaousiarasOMADEZNvald-Fam2026 09.02",Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0005,OMA042_SECTION_0005,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,5,--- OCR page 2 --- Färdighet och förmås A.självständigt tillämpa och värdera teoretisk kunskap utifrån ett folkhälso- och omvårdnadsperspektiv samt relatera till sambandet mellan vetenskap och beprövad erfarenhet och sambandets betydelse för yrkesutövningen inom primärvård,--- OCR page 2 --- Färdighet och förmås A.självständigt tillämpa och värdera teoretisk kunskap utifrån ett folkhälso- och omvårdnadsperspektiv samt relatera till sambandet mellan vetenskap och beprövad erfarenhet och sambandets betydelse för yrkesutövningen inom primärvård,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0006,OMA042_SECTION_0006,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,6,"8. självståndigt bedöma, planera, genomföra, leda och utvärdera hälsofrämjande omvårdnadsåtgärder inom distriktssköterskans ansvarsområde","8. självståndigt bedöma, planera, genomföra, leda och utvärdera hälsofrämjande omvårdnadsåtgärder inom distriktssköterskans ansvarsområde",Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0007,OMA042_SECTION_0007,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,7,6. visa självständig vårdpedagogisk förmåga I mötet med patienter och deras närstående inom primärvård,6. visa självständig vårdpedagogisk förmåga I mötet med patienter och deras närstående inom primärvård,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0008,OMA042_SECTION_0008,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,8,7. visa fördjupad förmåga att självständigt utföra undersökningar och behandlingar inom primärvård,7. visa fördjupad förmåga att självständigt utföra undersökningar och behandlingar inom primärvård,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0009,OMA042_SECTION_0009,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,9,"8. visa fördjupad förmåga att observera och bedöma komplexa behov av vård, habilitering och rehabilitering hos patienter inom primärvård","8. visa fördjupad förmåga att observera och bedöma komplexa behov av vård, habilitering och rehabilitering hos patienter inom primärvård",Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0010,OMA042_SECTION_0010,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,10,9. visa förmåga att självständigt analysera genomförda omvårdnadsätgärder ur ett patlent- och närståendeperspektiv vid komplexa vårdbehov,9. visa förmåga att självständigt analysera genomförda omvårdnadsätgärder ur ett patlent- och närståendeperspektiv vid komplexa vårdbehov,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0011,OMA042_SECTION_0011,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,11,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0012,OMA042_SECTION_0012,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,12,10. visa fördjupad förmåga till självkännedom och empatiskt förhållningssätt inom primärvård,10. visa fördjupad förmåga till självkännedom och empatiskt förhållningssätt inom primärvård,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0013,OMA042_SECTION_0013,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,13,1. visa fördjupad förmåga till ett professionellt förhållningssätt gentemot patienter och dess närstående inom primärvård,1. visa fördjupad förmåga till ett professionellt förhållningssätt gentemot patienter och dess närstående inom primärvård,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0014,OMA042_SECTION_0014,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,14,12. visa fördjupad förmåga att identifiera sina behov av ytterligare kunskap och att fortlöpande utveckla sin kompetens inom primärvård,12. visa fördjupad förmåga att identifiera sina behov av ytterligare kunskap och att fortlöpande utveckla sin kompetens inom primärvård,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0015,OMA042_SECTION_0015,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,15,"13. analysera, relatera och diskutera tillimpning av vårdpedagogisk förmåga distriktssköterskans ansvarsområde","13. analysera, relatera och diskutera tillimpning av vårdpedagogisk förmåga distriktssköterskans ansvarsområde",Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0016,OMA042_SECTION_0016,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,16,"14. visa förmåga att analysera tecken på mäns våld mot kvinnor och våld i nära relationer, våldets möjliga orsaker, konsekvenser och inverkan på jämställdhet samt diskutera och relatera till gällande regelverk inom området + modeller och metoder för hälsofrämjande och förebyggande folkhälsoarbete + nationella och internationella strategier i hälsoarbete + hälso- och sjukvårdsrådgivning, telefonrådgivning och vård på distans + hälsofrämjande omvårdnad vid folksjukdomar och olika komplexa och långvariga sjukdomstillstånd + jämställdhet i relation till hälsa, omvårdnad och folkhälsoarbete > etiskt förhållningssätt i mötet med patienter, närstående och + evidensbaserad omvårdnad > relevanta författningar + ledarskap, kommunikation och konfliktlösning > modeller och arbetssätt vid förbätsringsarbete och kvalietsutveckling + implementering av evidensbaserad vård + mäns våld mot kvinnor och våld i nära relation samt våldets konsekvenser bese ledung soocsievylaousiearasOMADEZNvald Fam -202E 09.02","14. visa förmåga att analysera tecken på mäns våld mot kvinnor och våld i nära relationer, våldets möjliga orsaker, konsekvenser och inverkan på jämställdhet samt diskutera och relatera till gällande regelverk inom området + modeller och metoder för hälsofrämjande och förebyggande folkhälsoarbete + nationella och internationella strategier i hälsoarbete + hälso- och sjukvårdsrådgivning, telefonrådgivning och vård på distans + hälsofrämjande omvårdnad vid folksjukdomar och olika komplexa och långvariga sjukdomstillstånd + jämställdhet i relation till hälsa, omvårdnad och folkhälsoarbete > etiskt förhållningssätt i mötet med patienter, närstående och + evidensbaserad omvårdnad > relevanta författningar + ledarskap, kommunikation och konfliktlösning > modeller och arbetssätt vid förbätsringsarbete och kvalietsutveckling + implementering av evidensbaserad vård + mäns våld mot kvinnor och våld i nära relation samt våldets konsekvenser bese ledung soocsievylaousiearasOMADEZNvald Fam -202E 09.02",Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0017,OMA042_SECTION_0017,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,17,--- OCR page 3 --- + vårdpedagogik,--- OCR page 3 --- + vårdpedagogik,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0018,OMA042_SECTION_0018,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,teaching_and_learning,"Undervisning I kursen ingår föreläsningar, seminarier, skriftliga uppgifter, 3hp och","Undervisning I kursen ingår föreläsningar, seminarier, skriftliga uppgifter, 3hp och",text_unit,18,"Undervisning I kursen ingår föreläsningar, seminarier, skriftliga uppgifter, 3hp och verksamhetsförlagd utbildning inom primärvård, 4,5hp.","Undervisning I kursen ingår föreläsningar, seminarier, skriftliga uppgifter, 3hp och verksamhetsförlagd utbildning inom primärvård, 4,5hp.",Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0019,OMA042_SECTION_0019,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,teaching_and_learning,"Undervisning I kursen ingår föreläsningar, seminarier, skriftliga uppgifter, 3hp och","Undervisning I kursen ingår föreläsningar, seminarier, skriftliga uppgifter, 3hp och",text_unit,19,"- Sjuksköterskeexamen omfattande 180 högskolepoäng, eller","- Sjuksköterskeexamen omfattande 180 högskolepoäng, eller",Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0020,OMA042_SECTION_0020,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,entry_requirements,Förkunskaper 1- Examen på grundnivå som omfattar minst 180 högskolepoäng inklusive,Förkunskaper 1- Examen på grundnivå som omfattar minst 180 högskolepoäng inklusive,text_unit,20,"Förkunskaper 1- Examen på grundnivå som omfattar minst 180 högskolepoäng inklusive 90 högskolepoäng i huvudområdet omvårdnad, omvårdnadsvetenskap eller vårdvetenskap 1- Av Socialstyrelsen utfärdad legitimation för sjuksköterskor N- Yrkeserfarenhet motsvarande minst 12 månaders heltidstjänstgöring som sjuksköterska - Kursen Folksjukdomar, omvårdnad och folkhälsoarbete bland vuxna och äldre inom distriktssköterskans ansvarsområde 15 hp - Svenska och engelska motsvarande vad som krävs för grundläggande behörighet till svensk högskoleutbildning på grundnivå.","Förkunskaper 1- Examen på grundnivå som omfattar minst 180 högskolepoäng inklusive 90 högskolepoäng i huvudområdet omvårdnad, omvårdnadsvetenskap eller vårdvetenskap 1- Av Socialstyrelsen utfärdad legitimation för sjuksköterskor N- Yrkeserfarenhet motsvarande minst 12 månaders heltidstjänstgöring som sjuksköterska - Kursen Folksjukdomar, omvårdnad och folkhälsoarbete bland vuxna och äldre inom distriktssköterskans ansvarsområde 15 hp - Svenska och engelska motsvarande vad som krävs för grundläggande behörighet till svensk högskoleutbildning på grundnivå.",Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0021,OMA042_SECTION_0021,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,examination,"Examinationsform = skriftliga examinationsuppgifter, individuell; muntliga examinationer,","Examinationsform = skriftliga examinationsuppgifter, individuell; muntliga examinationer,",text_unit,21,"Examinationsform = skriftliga examinationsuppgifter, individuell; muntliga examinationer, individuell bedömning och examination av verksamhetsförlagd utbildning baserad på individuell dokumenterad bedömning enligt fastställda kriterier. Moment 0001 Muntlig gruppresentation av uppgift, individuell bedömning examinerar lärandemål 1, betyg U. G, VG Moment 0002 Muntlig gruppresentation av uppgift, individuell bedömning. examinerar lärandernål 2, betyg U, G Moment 0003 Skriftlig examination, individuell examinerar lärandermål 3,","Examinationsform = skriftliga examinationsuppgifter, individuell; muntliga examinationer, individuell bedömning och examination av verksamhetsförlagd utbildning baserad på individuell dokumenterad bedömning enligt fastställda kriterier. Moment 0001 Muntlig gruppresentation av uppgift, individuell bedömning examinerar lärandemål 1, betyg U. G, VG Moment 0002 Muntlig gruppresentation av uppgift, individuell bedömning. examinerar lärandernål 2, betyg U, G Moment 0003 Skriftlig examination, individuell examinerar lärandermål 3,",Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0022,OMA042_SECTION_0022,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,grading,"betyg: U, G, VG","betyg: U, G, VG",text_unit,22,"betyg: U, G, VG Moment 0004 Individuell dokumenterad bedömning av enligt fastställda kriterier och lärandemål med muntlig dokumenterad genomgång examinerar lärandemål 412, inklusive muntlig individuell presentation av uppgift, examinerar lärandemål 13 samt Seminarium, individuell bedömning examinerar lärandemål 14, betyg U, G, VG","betyg: U, G, VG Moment 0004 Individuell dokumenterad bedömning av enligt fastställda kriterier och lärandemål med muntlig dokumenterad genomgång examinerar lärandemål 412, inklusive muntlig individuell presentation av uppgift, examinerar lärandemål 13 samt Seminarium, individuell bedömning examinerar lärandemål 14, betyg U, G, VG",Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0023,OMA042_SECTION_0023,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,grading,Betyg Tregradig skala,Betyg Tregradig skala,text_unit,23,Betyg Tregradig skala,Betyg Tregradig skala,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0024,OMA042_SECTION_0024,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,other,Övriga föreskrifter = Examinator äger rätt att besluta om anpassad eller alternativ,Övriga föreskrifter = Examinator äger rätt att besluta om anpassad eller alternativ,text_unit,24,Övriga föreskrifter = Examinator äger rätt att besluta om anpassad eller alternativ,Övriga föreskrifter = Examinator äger rätt att besluta om anpassad eller alternativ,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0025,OMA042_SECTION_0025,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,examination,examinationsform om anledning föreligger. För information om kriterier för,examinationsform om anledning föreligger. För information om kriterier för,text_unit,25,examinationsform om anledning föreligger. För information om kriterier för de olika betygsgraderna hänvisas till studiehandledningen. Kursen ingår som obligatorisk kurs i specialistsjuksköterskeprogrammet - inriktning distriktssköterska.,examinationsform om anledning föreligger. För information om kriterier för de olika betygsgraderna hänvisas till studiehandledningen. Kursen ingår som obligatorisk kurs i specialistsjuksköterskeprogrammet - inriktning distriktssköterska.,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0026,OMA042_SECTION_0026,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,other,Begränsningar För studenter som ej utnyttjat eller underkänts vid ordinarie,Begränsningar För studenter som ej utnyttjat eller underkänts vid ordinarie,text_unit,26,Begränsningar För studenter som ej utnyttjat eller underkänts vid ordinarie examinationstillfälle erbjuds ytterligare två examinationstillfällen i ånslutning till kursens genomförande. Student som ej är godkänd efter dessa examinationstillfällen hänvisas till studierådgivning/stöd och bese dodung soocsievylaousiarasOMADEZNvald tam-2022 09.02,Begränsningar För studenter som ej utnyttjat eller underkänts vid ordinarie examinationstillfälle erbjuds ytterligare två examinationstillfällen i ånslutning till kursens genomförande. Student som ej är godkänd efter dessa examinationstillfällen hänvisas till studierådgivning/stöd och bese dodung soocsievylaousiarasOMADEZNvald tam-2022 09.02,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0027,OMA042_SECTION_0027,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,other,Begränsningar För studenter som ej utnyttjat eller underkänts vid ordinarie,Begränsningar För studenter som ej utnyttjat eller underkänts vid ordinarie,text_unit,27,"--- OCR page 4 --- examinationstillfällen vid nästa kurstillfälle. Sammanlagt ska en student erbjudas minst fem examinationstillfällen (inklusive det ordinarie tillfället). Student som underkänts I verksamnetsförlagd utbildning har rätt att genomgå förnyad utbildning en gång inom berört verksamhetsområde. Student som år underkänd I verksamhetsförlagd utbildning hänvisas till studiehandledning, Den kliniska läraren som exarminerar VFU:n kan med omedelbar verkan avbryta en students verksamhetsförlagda utbildning om studenten visar sådana brister avseende kunskaper, färdigheter och förhållningssätt att dessa, enskilt eller i kombination, medför en påtaglig risk att studenten kan komma att skada sig själv annan person eller fysiskt eller psykiskt. Studenten avbryter då utbildningsperioden och får betyget","--- OCR page 4 --- examinationstillfällen vid nästa kurstillfälle. Sammanlagt ska en student erbjudas minst fem examinationstillfällen (inklusive det ordinarie tillfället). Student som underkänts I verksamnetsförlagd utbildning har rätt att genomgå förnyad utbildning en gång inom berört verksamhetsområde. Student som år underkänd I verksamhetsförlagd utbildning hänvisas till studiehandledning, Den kliniska läraren som exarminerar VFU:n kan med omedelbar verkan avbryta en students verksamhetsförlagda utbildning om studenten visar sådana brister avseende kunskaper, färdigheter och förhållningssätt att dessa, enskilt eller i kombination, medför en påtaglig risk att studenten kan komma att skada sig själv annan person eller fysiskt eller psykiskt. Studenten avbryter då utbildningsperioden och får betyget",Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_SECTION_0028,OMA042_SECTION_0028,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,other,Hållbar utveckling Kursen har inslag av hållbar utveckling,Hållbar utveckling Kursen har inslag av hållbar utveckling,text_unit,28,Hållbar utveckling Kursen har inslag av hållbar utveckling,Hållbar utveckling Kursen har inslag av hållbar utveckling,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
