section_unit_uid,lineage_uid,lineage_confidence,course_family_id,course_uid,course_version,is_current,program,education_level,course_code,course_name_sv,section,original_section_heading,subsection,unit_type,unit_order,text_exact,text_normalized,source_file,confidence,notes
OMA071_v01_SECTION_0001,OMA071_SECTION_0001,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,metadata,missing,missing,text_unit,1,"--- OCR page 1 --- Akademin för hälsa och arbetsliv KURSPLAN Faculty of Health and Occupational Studies HÖGSKOLAN I GÄVLE Avancerad omvårdnad med inriktning mot anestesisjukvård I 22.5 hp Advanced Specialist Nursing in Anaesthetics I 22.5 cr Fastställd av: Akademi för hälsa och arbetsliv, 2023-12-14 Giltig från och med: 2025-01-20 utbildningsnivå Avancerad nivå Kurskod OMAO7I Omfattning 22.5 hp Huvudområde Omvårdnad AIN Ämnesgrupp Omvårdnad/omvårdnadsvetenskap Utbildningsområde Vårdområdet 55 96 Medicinska området 45 96","--- OCR page 1 --- Akademin för hälsa och arbetsliv KURSPLAN Faculty of Health and Occupational Studies HÖGSKOLAN I GÄVLE Avancerad omvårdnad med inriktning mot anestesisjukvård I 22.5 hp Advanced Specialist Nursing in Anaesthetics I 22.5 cr Fastställd av: Akademi för hälsa och arbetsliv, 2023-12-14 Giltig från och med: 2025-01-20 utbildningsnivå Avancerad nivå Kurskod OMAO7I Omfattning 22.5 hp Huvudområde Omvårdnad AIN Ämnesgrupp Omvårdnad/omvårdnadsvetenskap Utbildningsområde Vårdområdet 55 96 Medicinska området 45 96",Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0002,OMA071_SECTION_0002,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,learning_outcomes,Värdering och förhållningssätt,Värdering och förhållningssätt,text_unit,2,Mål Efter avslutad kurs ska studenten med inriktning mot anestesisjukvård,Mål Efter avslutad kurs ska studenten med inriktning mot anestesisjukvård,Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0003,OMA071_SECTION_0003,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,learning_outcomes,Värdering och förhållningssätt,Värdering och förhållningssätt,text_unit,3,Kunskap och förståelse,Kunskap och förståelse,Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0004,OMA071_SECTION_0004,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,learning_outcomes,Värdering och förhållningssätt,Värdering och förhållningssätt,text_unit,4,1. identifiera och förklara hur svikt i olika organsystem och individuella faktorer kan påverka de normala vitala fysiologiska funktionerna,1. identifiera och förklara hur svikt i olika organsystem och individuella faktorer kan påverka de normala vitala fysiologiska funktionerna,Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0005,OMA071_SECTION_0005,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,learning_outcomes,Värdering och förhållningssätt,Värdering och förhållningssätt,text_unit,5,2. förklara begreppen farmakokinetik och farmakodynamik,2. förklara begreppen farmakokinetik och farmakodynamik,Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0006,OMA071_SECTION_0006,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,learning_outcomes,Värdering och förhållningssätt,Värdering och förhållningssätt,text_unit,6,3. förklara verkningsmekanismer och biverkningar avseende vanligt förekommande läkemedel som används inom anestesisjukvård,3. förklara verkningsmekanismer och biverkningar avseende vanligt förekommande läkemedel som används inom anestesisjukvård,Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0007,OMA071_SECTION_0007,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,learning_outcomes,Värdering och förhållningssätt,Värdering och förhållningssätt,text_unit,7,"4. redogöra för etiologi och patofysiologi vid specifika sjukdomstillstånd och organsvikt samt motivera val av anestesimetod, övervakning och Mis:ledu nig selocs/svsykabuabourse/OMADT 1 Tvakd-tom=2025-01-20","4. redogöra för etiologi och patofysiologi vid specifika sjukdomstillstånd och organsvikt samt motivera val av anestesimetod, övervakning och Mis:ledu nig selocs/svsykabuabourse/OMADT 1 Tvakd-tom=2025-01-20",Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0008,OMA071_SECTION_0008,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,learning_outcomes,Värdering och förhållningssätt,Värdering och förhållningssätt,text_unit,8,--- OCR page 2 --- medicinska behandlingsåtgärder utifrån ett fysiologiskt och patofysiologiskt perspektiv,--- OCR page 2 --- medicinska behandlingsåtgärder utifrån ett fysiologiskt och patofysiologiskt perspektiv,Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0009,OMA071_SECTION_0009,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,learning_outcomes,Värdering och förhållningssätt,Värdering och förhållningssätt,text_unit,9,"5. redogöra för specifik farmakologi av vanligt förekommande läkemedel nom anestesisjukvård, motivera val av dessa utifrån ett fysiologiskt och patofysiologiskt perspektiv samt utvärdera dess effekter","5. redogöra för specifik farmakologi av vanligt förekommande läkemedel nom anestesisjukvård, motivera val av dessa utifrån ett fysiologiskt och patofysiologiskt perspektiv samt utvärdera dess effekter",Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0010,OMA071_SECTION_0010,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,learning_outcomes,Värdering och förhållningssätt,Värdering och förhållningssätt,text_unit,10,"6. förklara kroppens metabolism och de vätske, blod- och elektrolytrubbningar som uppstår vid akuta sjukdomstillstånd, beskriva val av behandling och föreslå hur givna behandlingar och omvårdnadsåtgärder utvärderas","6. förklara kroppens metabolism och de vätske, blod- och elektrolytrubbningar som uppstår vid akuta sjukdomstillstånd, beskriva val av behandling och föreslå hur givna behandlingar och omvårdnadsåtgärder utvärderas",Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0011,OMA071_SECTION_0011,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,learning_outcomes,Värdering och förhållningssätt,Värdering och förhållningssätt,text_unit,11,Färdighet och förmåga,Färdighet och förmåga,Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0012,OMA071_SECTION_0012,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,learning_outcomes,Värdering och förhållningssätt,Värdering och förhållningssätt,text_unit,12,7. utföra korrekt läkemedelsberäkning samt värdera rimlighet i den beräknade dosen,7. utföra korrekt läkemedelsberäkning samt värdera rimlighet i den beräknade dosen,Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0013,OMA071_SECTION_0013,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,learning_outcomes,Värdering och förhållningssätt,Värdering och förhållningssätt,text_unit,13,8. förklara och tillämpa personcentrerad vård utifrån anestesisjuksköterskans kompetensbeskrivning och kärnkompetenser,8. förklara och tillämpa personcentrerad vård utifrån anestesisjuksköterskans kompetensbeskrivning och kärnkompetenser,Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0014,OMA071_SECTION_0014,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,learning_outcomes,Värdering och förhållningssätt,Värdering och förhållningssätt,text_unit,14,"9. utifrån ett kliniskt resonemang identifiera och värdera förändringar vid övervakning av vitala parametrar och prioritera, förstå, motivera samt utvärdera genomförda omvårdnadsåtgärder vid akuta tillstånd/sjukdomar","9. utifrån ett kliniskt resonemang identifiera och värdera förändringar vid övervakning av vitala parametrar och prioritera, förstå, motivera samt utvärdera genomförda omvårdnadsåtgärder vid akuta tillstånd/sjukdomar",Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0015,OMA071_SECTION_0015,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,learning_outcomes,Värdering och förhållningssätt,Värdering och förhållningssätt,text_unit,15,10. förklara vårdhygieniska principers betydelse samt tillämpa ett vårdhygieniskt arbetssätt i syfte att förebygga uppkomsten av vårdrelaterade infektioner vid vård av patienter inom anestesisjukvård,10. förklara vårdhygieniska principers betydelse samt tillämpa ett vårdhygieniskt arbetssätt i syfte att förebygga uppkomsten av vårdrelaterade infektioner vid vård av patienter inom anestesisjukvård,Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0016,OMA071_SECTION_0016,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,learning_outcomes,Värdering och förhållningssätt,Värdering och förhållningssätt,text_unit,16,1. visa vårdpedagogisk förmåga vid information och undervisning till patienter och närstående inom anestesisjuksköterskans ansvarsområde,1. visa vårdpedagogisk förmåga vid information och undervisning till patienter och närstående inom anestesisjuksköterskans ansvarsområde,Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0017,OMA071_SECTION_0017,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,learning_outcomes,Värdering och förhållningssätt,Värdering och förhållningssätt,text_unit,17,"12. med viss grad av självständighet tillämpa principer för bedömning och analys av patienters omvårdnadsbehov, planera och genomföra omvårdnadsåtgärder och medicinsk behandling samt utvärdera och dokumentera effekterna av genomförda åtgärder","12. med viss grad av självständighet tillämpa principer för bedömning och analys av patienters omvårdnadsbehov, planera och genomföra omvårdnadsåtgärder och medicinsk behandling samt utvärdera och dokumentera effekterna av genomförda åtgärder",Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0018,OMA071_SECTION_0018,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,learning_outcomes,Värdering och förhållningssätt,Värdering och förhållningssätt,text_unit,18,13. med viss grad av självständighet på ett patientsäkert sätt använda medicinteknisk utrustning,13. med viss grad av självständighet på ett patientsäkert sätt använda medicinteknisk utrustning,Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0019,OMA071_SECTION_0019,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,learning_outcomes,Värdering och förhållningssätt,Värdering och förhållningssätt,text_unit,19,"14. med viss grad av självständighet övervaka, identifiera och bedöma tecken på svikt av vitala funktioner samt utifrån ett kliniskt resonemang visa förmåga till handlingsberedskap i akuta situationer","14. med viss grad av självständighet övervaka, identifiera och bedöma tecken på svikt av vitala funktioner samt utifrån ett kliniskt resonemang visa förmåga till handlingsberedskap i akuta situationer",Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0020,OMA071_SECTION_0020,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,learning_outcomes,Värdering och förhållningssätt,Värdering och förhållningssätt,text_unit,20,15. med viss grad av självständighet leda och planera omvårdnadsarbetet i samarbete med övriga i vårdteamet,15. med viss grad av självständighet leda och planera omvårdnadsarbetet i samarbete med övriga i vårdteamet,Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0021,OMA071_SECTION_0021,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,learning_outcomes,Värdering och förhållningssätt,Värdering och förhållningssätt,text_unit,21,16. med viss grad av självständigt utföra undersökningar och behandlingar,16. med viss grad av självständigt utföra undersökningar och behandlingar,Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0022,OMA071_SECTION_0022,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,learning_outcomes,Värdering och förhållningssätt,Värdering och förhållningssätt,text_unit,22,Värdering och förhållningssätt,Värdering och förhållningssätt,Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0023,OMA071_SECTION_0023,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,learning_outcomes,Värdering och förhållningssätt,Värdering och förhållningssätt,text_unit,23,"17. beskriva och bedöma möjligheter och hinder för god kommunikation med patienter och närstående, reflektera över hur detta kan påverka patienter och närstående utifrån FN:s allmänna förklaring om mänskliga rättigheter","17. beskriva och bedöma möjligheter och hinder för god kommunikation med patienter och närstående, reflektera över hur detta kan påverka patienter och närstående utifrån FN:s allmänna förklaring om mänskliga rättigheter",Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0024,OMA071_SECTION_0024,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,learning_outcomes,Värdering och förhållningssätt,Värdering och förhållningssätt,text_unit,24,18. reflektera över och identifiera egna fortsatta utvecklingsbehov,18. reflektera över och identifiera egna fortsatta utvecklingsbehov,Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0025,OMA071_SECTION_0025,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,course_content,Kursens innehåll + systemperspektiv och säkerhetskultur,Kursens innehåll + systemperspektiv och säkerhetskultur,text_unit,25,Kursens innehåll + systemperspektiv och säkerhetskultur + fysiologi och etiologi relaterat till organsvikt + farmakologi och läkemedelsräkning Mipe:ledu nig selocs/svsykabuabourse/ OMADT 1 Tvakd-tom=2025-01-20 24,Kursens innehåll + systemperspektiv och säkerhetskultur + fysiologi och etiologi relaterat till organsvikt + farmakologi och läkemedelsräkning Mipe:ledu nig selocs/svsykabuabourse/ OMADT 1 Tvakd-tom=2025-01-20 24,Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0026,OMA071_SECTION_0026,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,course_content,Kursens innehåll + systemperspektiv och säkerhetskultur,Kursens innehåll + systemperspektiv och säkerhetskultur,text_unit,26,"--- OCR page 3 --- + medicinsk teknik, gas- och ellära + anestesisjuksköterskans kompetens- och ansvarsområde + personcentrerad omvårdnad under den perioperativa vården + omhändertagande vid akuta tillstånd/sjukdomar + vårdhygien, vårdrelaterade infektioner och antibiotikaresistens + klinisk färdighetsträning i A-E och luftvägshantering + etiologi, patofysiologi, diagnostik och behandling vid specifika sjukdomstillstånd + specifik farmakologi + vätske, blod- och elektrolytbalans + kommunikation, information och undervisning + mänskliga rättigheter relaterat till FN:s allmänna förklaring + samverka och samarbeta i vårdteamet + fältstudie inom anestesisjukvård + verksamhetsförlagd utbildning inom anestesivård","--- OCR page 3 --- + medicinsk teknik, gas- och ellära + anestesisjuksköterskans kompetens- och ansvarsområde + personcentrerad omvårdnad under den perioperativa vården + omhändertagande vid akuta tillstånd/sjukdomar + vårdhygien, vårdrelaterade infektioner och antibiotikaresistens + klinisk färdighetsträning i A-E och luftvägshantering + etiologi, patofysiologi, diagnostik och behandling vid specifika sjukdomstillstånd + specifik farmakologi + vätske, blod- och elektrolytbalans + kommunikation, information och undervisning + mänskliga rättigheter relaterat till FN:s allmänna förklaring + samverka och samarbeta i vårdteamet + fältstudie inom anestesisjukvård + verksamhetsförlagd utbildning inom anestesivård",Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0027,OMA071_SECTION_0027,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,teaching_and_learning,"Undervisning Föreläsningar, seminarier, klinisk färdighetsträning och grupparbeten. I","Undervisning Föreläsningar, seminarier, klinisk färdighetsträning och grupparbeten. I",text_unit,27,"Undervisning Föreläsningar, seminarier, klinisk färdighetsträning och grupparbeten. I kursen ingår 9 hp verksamhetsförlagd utbildning. Examen på grundnivå som omfattar minst 180 högskolepoäng inklusive 90","Undervisning Föreläsningar, seminarier, klinisk färdighetsträning och grupparbeten. I kursen ingår 9 hp verksamhetsförlagd utbildning. Examen på grundnivå som omfattar minst 180 högskolepoäng inklusive 90",Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0028,OMA071_SECTION_0028,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,entry_requirements,"Förkunskaper högskolepoäng i huvudområdet omvårdnad, omvårdnadsvetenskap eller","Förkunskaper högskolepoäng i huvudområdet omvårdnad, omvårdnadsvetenskap eller",text_unit,28,"Förkunskaper högskolepoäng i huvudområdet omvårdnad, omvårdnadsvetenskap eller vårdvetenskap. Av Socialstyrelsen utfärdad legitimation för sjuksköterskor. Yrkeserfarenhet motsvarande minst 12 månaders heltidstjänstgöring som sjuksköterska. Kunskaper i svenska och engelska motsvarande vad som krävs för grundläggande behörighet till svensk högskoleutbildning på grundnivå. Skriftliga individuella tentamina, examinerande seminarier, muntliga gruppexaminationer, individuell klinisk examination samt verksamhetsförlagd utbildning baserad på individuellt dokumenterad bedömning enligt fastställda kriterier. I kursen ingår ett obligatoriskt moment i medicinsk teknik, gas- och ellära som bedömningsunderlag för lärandemål 4.","Förkunskaper högskolepoäng i huvudområdet omvårdnad, omvårdnadsvetenskap eller vårdvetenskap. Av Socialstyrelsen utfärdad legitimation för sjuksköterskor. Yrkeserfarenhet motsvarande minst 12 månaders heltidstjänstgöring som sjuksköterska. Kunskaper i svenska och engelska motsvarande vad som krävs för grundläggande behörighet till svensk högskoleutbildning på grundnivå. Skriftliga individuella tentamina, examinerande seminarier, muntliga gruppexaminationer, individuell klinisk examination samt verksamhetsförlagd utbildning baserad på individuellt dokumenterad bedömning enligt fastställda kriterier. I kursen ingår ett obligatoriskt moment i medicinsk teknik, gas- och ellära som bedömningsunderlag för lärandemål 4.",Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0029,OMA071_SECTION_0029,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,grading,Betyg Tregradig skala,Betyg Tregradig skala,text_unit,29,Betyg Tregradig skala,Betyg Tregradig skala,Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0030,OMA071_SECTION_0030,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,other,Övriga föreskrifter —— För information om kriterier för de olika betygsgraderna hänvisas till,Övriga föreskrifter —— För information om kriterier för de olika betygsgraderna hänvisas till,text_unit,30,"Övriga föreskrifter —— För information om kriterier för de olika betygsgraderna hänvisas till studiehandledning. Kursen ingår som obligatorisk kurs i specialistsjuksköterskeprogrammet - inriktning anestesisjukvård, 60 hp. Examinator har möjlighet att besluta om anpassad eller alternativ examination för studenter med dokumenterad funktionsnedsättning. Bogränsningar För att få påbörja den första verksamhetsförlagda utbildningen (VFU 1) ska momenten 0001, 0002, 0003 vara godkända. För studenter som ej nyttjat eller underkänts vid ordinarie examinationstillfälle ges möjlighet till ytterligare fyra examinationstillfällen. Ett ordinarie examinationstillfälle och två ytterligare examinationstillfällen ges i anslutning till kursens Mis:ledu nig selocs/svsykabuabourse/OMADT 1 Tvakd-tom=2025-01-20 a","Övriga föreskrifter —— För information om kriterier för de olika betygsgraderna hänvisas till studiehandledning. Kursen ingår som obligatorisk kurs i specialistsjuksköterskeprogrammet - inriktning anestesisjukvård, 60 hp. Examinator har möjlighet att besluta om anpassad eller alternativ examination för studenter med dokumenterad funktionsnedsättning. Bogränsningar För att få påbörja den första verksamhetsförlagda utbildningen (VFU 1) ska momenten 0001, 0002, 0003 vara godkända. För studenter som ej nyttjat eller underkänts vid ordinarie examinationstillfälle ges möjlighet till ytterligare fyra examinationstillfällen. Ett ordinarie examinationstillfälle och två ytterligare examinationstillfällen ges i anslutning till kursens Mis:ledu nig selocs/svsykabuabourse/OMADT 1 Tvakd-tom=2025-01-20 a",Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0031,OMA071_SECTION_0031,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,other,Övriga föreskrifter —— För information om kriterier för de olika betygsgraderna hänvisas till,Övriga föreskrifter —— För information om kriterier för de olika betygsgraderna hänvisas till,text_unit,31,"--- OCR page 4 --- genomförande. Student som ej är godkänd efter dessa tre examinationstillfällen hänvisas till studievägledning/stöd och nytt examinationstillfälle vid nästa kursomgång. Vid verksamhetsförlagd utbildning ges möjlighet till ytterligare ett examinationstillfälle inom berört verksamhetsområde; detta ges vid nästa verksamhetsförlagda utbildningsperiod i programmet. Student som ej är godkänd i verksamhetsförlagd utbildning hänvisas till studievägledning. Examinator kan med omedelbar verkan avbryta en students verksamhetsförlagda utbildning om studenten visar sådana brister avseende kunskaper, färdigheter eller förhållningssätt att dessa, enskilt eller i kombination, medför en påtaglig risk att studenten kan komma att skada en annan person fysiskt eller psykiskt. Studenten avbryter då utbildningsperioden och får betyget underkänd.","--- OCR page 4 --- genomförande. Student som ej är godkänd efter dessa tre examinationstillfällen hänvisas till studievägledning/stöd och nytt examinationstillfälle vid nästa kursomgång. Vid verksamhetsförlagd utbildning ges möjlighet till ytterligare ett examinationstillfälle inom berört verksamhetsområde; detta ges vid nästa verksamhetsförlagda utbildningsperiod i programmet. Student som ej är godkänd i verksamhetsförlagd utbildning hänvisas till studievägledning. Examinator kan med omedelbar verkan avbryta en students verksamhetsförlagda utbildning om studenten visar sådana brister avseende kunskaper, färdigheter eller förhållningssätt att dessa, enskilt eller i kombination, medför en påtaglig risk att studenten kan komma att skada en annan person fysiskt eller psykiskt. Studenten avbryter då utbildningsperioden och får betyget underkänd.",Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0032,OMA071_SECTION_0032,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,other,Hållbar utveckling Kursen har inslag av hållbar utveckling,Hållbar utveckling Kursen har inslag av hållbar utveckling,text_unit,32,Hållbar utveckling Kursen har inslag av hållbar utveckling,Hållbar utveckling Kursen har inslag av hållbar utveckling,Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0033,OMA071_SECTION_0033,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,modules,Moduler Omf. Betyg,Moduler Omf. Betyg,text_unit,33,Moduler Omf. Betyg a 20,Moduler Omf. Betyg a 20,Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0034,OMA071_SECTION_0034,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,modules,Moduler Omf. Betyg,Moduler Omf. Betyg,text_unit,34,"0001 Tentamen, individuell (lärandemål 1) hp VG","0001 Tentamen, individuell (lärandemål 1) hp VG",Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
